unique_id,nombre,ap1,ap2,sexo,nacionalidad,true_person_id
F0001057,,LILLO,YAEÑT,MUJER,CHILENA,1320183
F0001058,VALERIA LUCIANE,VREAS,BSRRIA,MUJER,CHILENA,1793823
F0001059,LUIS MANUEL,PEÑAILILLO,ANTINAO,HOMBRE,CHILENA,839167
F0001060,ALNARDO ALFREDO,ITURRIETA,HERRERA,HOMBRE,CHILENA,383397
F0001061,HÉCTOR ORLANDO,PALOMINOS,CONTRERAS,HOMBRE,CHILENA,538604
F0001062,VERÓNICA GLORIA,ESPINACE,ALVARADO,MUJER,CHILENA,1342406
F0001063,LUS,EPMUERU,PEÑALOZA,HOMBRE,,2720127
F0001064,ISIDORA MARIA,ESCOBAR,MENA,MUJER,CHILENA,2291771
F0001065,JUAN EVARISTO,DÍAZ,CONDORI,HOMBRE,CHILENA,156186
F0001066,DAVID ANTONIO,REYES,SALINAS,HOMBRE,CHILENA,403180
F0001067,NICOLÁS JESÚS ORLANDO,DASSE,ESPINOSA,HOMBRE,CHILENA,2622065
F0001068,ALEJANDRO RUBÉN,ENGEL,ESTAY,HOMBRE,CHILENA,219711
F0001069,LEOPOLDO LUCIANO,VALDÉS,VALDÉS,HOMBRE,CHILENA,708651
F0001070,JANETTE MARISOL,OLIVA,BERRÍOS,MUJER,CHILENA,1394491
F0001071,ISABEL,WENRER,ASTUDILLO,MUJER,CHILENA,1010487
F0001072,ELMER ALEXIS,OLIVARES,,HOMBRE,CHILENA,1885047
F0001073,LUIS,QUEALT,EVLASQUEZ,HOMBRE,EXTRANJERA,2109858
F0001074,SOLANGE MARGARITA,SILVA,VEVLÁSQUEZ,HOMBRE,,294617
F0001075,JAVIEÑR,PEREFRE,LATIN,HOMBRE,CHILENA,649800
F0001076,KERELIS ISEBEL,GUTIERREZ,URMEZEBEL,MUJER,CHILENA,2587623
F0001077,NURE DEL CERMEN,FLORSE,RUCU,,CHILENA,1074780
F0001078,GABRIELA ANDREA,BURGOS,REYES,MUJER,EXTRANJERA,2575592
F0001079,CATALINA BELÉN,MELÉNDEZ,ARAYA,MUJER,CHILENA,1541110
F0001080,IVÁN,CISTERNES,RIFFO,MUJER,CHILENA,718519
F0001081,GENESIS ABIGAIL,DINAMARCA,PESO,MUJER,CHILENA,988560
F0001082,FANNY R.,ARELLANO,ROJAS,MUJER,EXTRANJERA,2607730
F0001083,LUIS RENÉ,VILLARROEL,BELMAR,HOMBRE,CHILENA,487458
F0001084,ANDREA LORENA,LOPEZ,MUNOZ,MUJER,CHILENA,2521666
F0001085,HENRI,HENRIQUEZ,SOTO,HOMBRE,CHILENA,2002460
F0001086,GUSTAVO A,STO,SCHWERZENBERG,HOMBRE,EXTRANJERA,612105
F0001087,LORETO DEL CARMEN,IGLESIAS,ACEVEDO,MUJER,CHILENA,2481785
F0001088,ENEISJSUS,RPJAS,ALVAREZ,HOMBRE,CHILENA,1964206
F0001089,MARÍA INÉS,ÁLVAREZ,FIGUEROA,MUJER,CHILENA,1174772
F0001090,SEBASTIÁN ANDRÉS,LAZO,NAVARRETE,HOMBRE,CHILENA,368056
F0001091,CELLYNBALICIA,PALOMNIMOS,,MUJER,EXTRANJERA,2313598
F0001092,NORMA,TARIFEÑO,,MUJER,CHILENA,973238
F0001093,AGUSTINA,PAREDES,PÉREZ,MUJER,CHILENA,1296298
F0001094,PEDRO ANDRÉS,HERRERA,DESCONOCIDO,HOMBRE,CHILENA,213948
F0001095,CONUSELO VERÓNICAÍ,EPRE,OLAVE,MUJER,CHILENA,1616518
F0001096,ALEXANDER RHEM,CARRASQUEL,ARBOLEDA,HOMBRE,CHILENA,2264741
F0001097,JUN C,LÚPEZ,ZAPATA,HOMBRE,CHILENA,596212
F0001098,CAROLINA ALEJANDRA,ENDE,BARRS,MUJER,CHILENA,985797
F0001099,MAXIMO HANNIBAL,ESCÁRATE,RETAMAL,HOMBRE,CHILENA,729555
F0001100,NICOLE MONSERRAT,CONCHA,RAMÍREZ,MUJER,CHILENA,1055560
F0001101,BÁRBARA CINTHIA,SEGOVIA,GARCIA,MUJER,CHILENA,1733119
F0001102,BEATRIZ,PINARES,MUNOZ,MUJER,EXTRANJERA,2471201
F0001103,YUZZIAML,LCAZAR,CIFUENTES,MUJER,CHILENA,2361791
F0001104,CARMEN VERÓNICA,GONZÁLEZ,POBLETE,MUJER,CHILENA,1597065
F0001105,EUGENIA,TAPIA,,HOMBRE,CHILENA,636502
F0001106,MARIELA SOLEDAD,GODOY,BELMAR,MUJER,CHILENA,1453868
F0001107,JEANNETTE DANIELA,GOMEZ,ORELLANA,MUJER,CHILENA,2504360
F0001108,MÓNICA ALEJANDRA,BÓRQUEZ,RAMÍREZ,MUJER,CHILENA,1335888
F0001109,CLAUDIA,BARRAZA,FLORES,HOMBRE,EXTRANJERA,2310351
F0001110,CRISTOBAL IGNACIO,ALBORNOZ,GALARCE,HOMBRE,EXTRANJERA,2132863
F0001111,MARIO EDUARDO,QUEZADA,FIGUEROA,HOMBRE,CHILENA,1850480
F0001112,CONSTANZA JAVIERA,FERNÁNDEZ,CHURA,MUJER,CHILENA,1389650
F0001113,RODRIGO ALEXIS ANDRÉ,HERRERA,OLGUÍN,HOMBRE,CHILENA,257943
F0001114,FRANCO IGNACIO,TRIGO,VERGARA,HOMBRE,CHILENA,718231
F0001115,MILEY FRANCISCA MART,ESPINOZA,GÓMEZ,MUJER,EXTRANJERA,1355506
F0001116,PALOMA,,,MUJER,CHILENA,940490
F0001117,GABRIELA MATILDA,QUIÑONES,ZÚÑIGA,MUJER,CHILENA,1436672
F0001118,DEL,VIIDAL,DESCONOCIDO,MUJER,CHILENA,1299717
F0001119,JOSE DAMIAN,VEGA,AYALA,HOMBRE,EXTRANJERA,253176
F0001120,AMELIA PATRICIA,CHUREO,FUENTES,MUJER,CHILENA,1742858
F0001121,MIRTA EDUVIJIS,SILVA,ROSA,HOMBRE,CHILENA,552500
F0001122,HERMELINDA,MARTÍNEZ,RÍOS,MUJER,CHILENA,1479798
F0001123,GLADYS MAACRENA,DANÓEL,,HOMBRE,EXTRANJERA,2504232
F0001124,DANIEL AURELIO,VALDEBENITO,GALLARDO,HOMBRE,EXTRANJERA,2238754
F0001125,NOE,REYES,BELTRÉN,HOMBRE,CHILENA,519175
F0001126,,PINTO,CISTERNA,HOMBRE,,678323
F0001127,AISLIN KIMBERLI,PINTO,BERNAL,MUJER,CHILENA,2679877
F0001128,CECILIA JAZMÍN,TUEBR,HERRERA,MUJER,CHILENA,717328
F0001129,FREDDY MEUICIU,FARIÑA,,MUJER,CHILENA,1613626
F0001130,MARCE,SANHUEZA,CERÓN,HOMBRE,,751616
F0001131,MARÍA ISABEL,UNQUIEN,VASQUEZ,MUJER,CHILENA,1349195
F0001132,CAROLINA PATRICIA,SOTO,ZÚÑIGA,MUJER,CHILENA,1405019
F0001133,JUAN CARLOS,SAINTIL,SILVA,HOMBRE,EXTRANJERA,1811501
F0001134,WAGNER,PEREZ,BUSTEMENTE,HOMBRE,CHILENA,750299
F0001135,LAURA ESPERANZA,OLIVARES,PEDRAZA,MUJER,CHILENA,1793691
F0001136,GUILLERMO ROSALINDO,GÓMEZ,ARAVENA,HOMBRE,CHILENA,234290
F0001137,IGOR LESTER,ORTIZ,ARAYA,HOMBRE,CHILENA,605671
F0001138,GILBERTO ALEJANDRO,QUINTEROS,,HOMBRE,EXTRANJERA,2048106
F0001139,SURIMELDA DEL CARMEN,LÓPEZ,SCHULZ,MUJER,CHILENA,1125381
F0001140,IBAR FRANCISCEO,SELDÍES,CERTÉS,HOMBRE,CHILENA,660292
F0001141,JORGE ALEJANDRO,AGURTO,PINTO,HOMBRE,CHILENA,58152
F0001142,JUAN IGNACIO,PEÑA,PINO,HOMBRE,CHILENA,2651325
F0001143,MIGUEL,,CPNCHA,HOMBRE,EXTRANJERA,2193105
F0001144,ROSA EVA,GUERRERO,SILVA,MUJER,CHILENA,1456552
F0001145,BERNARDINA DEL TRÁNS,MOYA,VILLACURA,MUJER,,138834
F0001146,EDICKMARA CLARET,JOSEPH,.,MUJER,EXTRANJERA,912993
F0001147,IRIS DEL CARMEN,HUENCHUAL,MIRANDA,MUJER,EXTRANJERA,2322906
F0001148,MERCEDESJ EDELME,USURIU,BRITU,MUJER,CHILENA,1466580
F0001149,ANTONIO,,MACEA,HOMBRE,CHILENA,1809848
F0001150,LUIF OSVALDO,FUENTES,SELEZER,MUJER,CHILENA,1570338
F0001151,XIMENE DEL RUSERIU,PÉREZ,COLEMAN,MUJER,CHILENA,961377
F0001152,ERIKA S,GERCÍBE,,MUJER,CHILENA,1745688
F0001153,ROBERTO,TARAZONA,CAMPOS,HOMBRE,CHILENA,418717
F0001154,EDULFU,ROJAS,MUNDACA,HOMBRE,CHILENA,315404
F0001155,JOSEFINA IGNACIA,SALAMANCA,ZUNIGA,MUJER,CHILENA,992045
F0001156,DELIAXISE MARIA,CASTILLO,GODOY,MUJER,,888987
F0001157,DWL,GUIDUTTI,LEPUN,MUJER,,1259522
F0001158,,ANGULO,OLAVE,,CHILENA,116718
F0001159,LINDA KAREN,ESQUIVEL,VASQUEZ,MUJER,CHILENA,2559516
F0001160,FRANCISCO JAVIER,ARCE,AGUIRRE,HOMBRE,CHILENA,2121430
F0001161,ESEBAN DANIEL,VILLAGRA,CESTILLU,HOMBRE,CHILENA,2009603
F0001162,HUGO W,SFELINES,NARVÁEZ,HOMBRE,CHILENA,653798
F0001163,KATHERINE ALEJANDRA,HENRÍQUEZ,ROBLES,MUJER,CHILENA,1377112
F0001164,DAVID SANTIAGO,URREA,SALAS,HOMBRE,EXTRANJERA,340645
F0001165,GUILLERMINA SOLEDAD,ACUÑA,MADARIAGA,MUJER,CHILENA,1115966
F0001166,LUIS RICARDO,SOTO,BAEZA,HOMBRE,CHILENA,445250
F0001167,FERNANDA ELENA,ARQUEROS,HIGUERAS,MUJER,CHILENA,1311549
F0001168,ANGEL,,CASTIZAGA,HOMBRE,CHILENA,77737
F0001169,ROSA ELIZABETH,MELLA,ESCOBAR,MUJER,CHILENA,1729545
F0001170,PAMELA ANDREA,GONZÁLEZ,VARGAS,MUJER,EXTRANJERA,991608
F0001171,ELIANA DE LAS MERCEDES,SANDOVAL,GARRIDO,MUJER,CHILENA,2522531
F0001172,,FLORSE,EBERZEE,MUJER,CHILENA,2161287
F0001173,FELISE U,LUNA,,MUJER,EXTRANJERA,1604645
F0001174,,PINILLE,LEKN,MUJER,CHILENA,1713635
F0001175,ENRIQUE ALFREDO,FUENTES,FRANCKE,HOMBRE,CHILENA,137514
F0001176,GUNZELU JEVIER,GONZÁLEZ,REMÍRWZ,HOMBRE,CHILENA,222251
F0001177,SANDY GENESIS,TRICALLOAT,SAN,HOMBRE,CHILENA,1007997
F0001178,DNISES L,PENE,LOPZE,MUJER,,2328681
F0001179,ALYEEN,VEGA,NUVUE,MUJER,CHILENA,1314441
F0001180,ENESTESIE,NAABALÓN,ASTUDILLO,MUJER,CHILENA,1465436
F0001181,ALEJANDRA DE LOS ANGELES,VALLADARES,MONTERO,MUJER,EXTRANJERA,2382680
F0001182,RODRIGO GASPAR,CASTRO,MUÑOZ,HOMBRE,CHILENA,2651562
F0001183,NORMA LEONTINA,AGUILERA,CACERES,MUJER,CHILENA,1448703
F0001184,GRETA,CURIQUEU,VERGERE,MUJER,EXTRANJERA,2341251
F0001185,ALLIS PASCALL,MOLINA,CÁCERES,MUJER,CHILENA,1090607
F0001186,,CASTRO,,HOMBRE,CHILENA,478088
F0001187,BLEDMIÍIR EDUNIZ,PILEY,BUSTAMANTE,HOMBRE,CHILENA,470405
F0001188,GEBRIEL        ELEJENDRU,EBERCE,VSRGAS,HOMBRE,EXTRANJERA,1967955
F0001189,ISABELLA ELIWNE,VÁSUQEZ,BSEURE,MUJER,CHILENA,1346196
F0001190,EMZILIANO AMQRO,VRUZ,CELDERUN,HOMBRE,CHILENA,815591
F0001191,FERNANDAI GNACIA,CIFUENETS,CASTILLO,MUJER,CHILENA,1621946
F0001192,PIA IGNACIA,MARILLÁN,ORÓSTICA,MUJER,CHILENA,1492595
F0001193,GIANCARLOS ALEJANDRO,SAAVEDRA,TORRES,HOMBRE,CHILENA,858180
F0001194,CONSTANZA JAVIERA,MÉNDEZ,AGUILERA,MUJER,CHILENA,2680346
F0001195,GRISCHA CIELO,MONSALVE,HANS,MUJER,CHILENA,1330343
F0001196,HUGO ANDRES,HIDALGO,MARTINEZ,HOMBRE,CHILENA,2713216
F0001197,ANTQONIA,PÉREZ,JARA,MUJER,CHILENA,1153587
F0001198,JOHANNA INÉS,SILVA,GALAZ,MUJER,EXTRANJERA,2693446
F0001199,EDER ELIAS,REBOLLEDO,GUTIERREZ,HOMBRE,CHILENA,2021527
F0001200,JOSE LUIS,JARA,RAMIREZ,HOMBRE,EXTRANJERA,2115021
F0001201,TAMARA Y,LEVPIAN,,MUJER,CHILENA,1320164
F0001202,DAVID MARCELO,ARAVENA,SEPÚLVEDA,HOMBRE,CHILENA,715190
F0001203,AMALIA PAZ,MUÑOZ,MUÑOZ,MUJER,CHILENA,1312154
F0001204,FANAUS,RAMÍREZ,ZÚÑIGA,HOMBRE,CHILENA,128746
F0001205,JUAAN,,ÍLAVIN,MUJER,CHILENA,1281883
F0001206,,ROJSA,SEPÚLVEDD,MUJER,CHILENA,108873
F0001207,ALEXIS,DELGADO,MEGUS,MUJER,CHILENA,1689436
F0001208,,JRAAMILLO,TULEDU,HOMBRE,EXTRANJERA,451841
F0001209,MAXIMILIANO ESTEBAN,GONZÁLEZ,PAREDES,HOMBRE,CHILENA,841225
F0001210,JERIEREM,ORBEQUE,MALDONADO,HOMBRE,CHILENA,2393559
F0001211,TANIA LISSETTE,LLUE,MENERES,MUJER,EXTRANJERA,2609945
F0001212,FELIPE ENRIQUE,MORALES,FUENTES,HOMBRE,CHILENA,699291
F0001213,DANIEL ENRIQUE,RODRIGUEZ,MEDINA,HOMBRE,EXTRANJERA,1943190
F0001214,VIVIANA DE LAS MERCE,SILVA,GONZALEZ,HOMBRE,EXTRANJERA,26428
F0001215,TANNYA GISSELLY,CASTRO,RÍOS,MUJER,CHILENA,1490452
F0001216,SUSANA ANGELICA,MORALES,CANIVILO,MUJER,CHILENA,2312271
F0001217,LUIS ALBERTO,COLMENAREZ,VARGAS,HOMBRE,CHILENA,863140
F0001218,ALEJANDRA,SEÁZ,FUENTES,MUJER,,1438309
F0001219,CARO,WAGEMANN,MUNOZ,MUJER,CHILENA,2408135
F0001220,JUAN REINALDO,PALMA,MORALES,HOMBRE,EXTRANJERA,2713836
F0001221,GASPAR HUMBERTO,REYES,VENEGAS,HOMBRE,CHILENA,770192
F0001222,RDORIO,FERNANDEZ,GATICA,HOMBRE,CHILENA,2081737
F0001223,MARÍA ALICIA,MAMANI,ALTUNA,MUJER,CHILENA,1511507
F0001224,TAMARA,METRINEZ,SILVA,MUJER,CHILENA,2347960
F0001225,ELEJENDRE SUSENE,PULIDO,RAVEST,MUJER,CHILENA,1092826
F0001226,JAHAZIELT ALEXIS,ERRUÉ,ERENEDE,HOMBRE,CHILENA,525239
F0001227,JOCELYN VALESKA,CONTRERAS,BUDON,MUJER,CHILENA,1736010
F0001228,CRISTIAN ALBERTO,NEUN,PÉREZ,HOMBRE,CHILENA,403694
F0001229,ORFELINA DEL CARMEN,LLANQUIMÁN,MARÍN,MUJER,CHILENA,925831
F0001230,JURGE,HIDALGO,TRONCOSP,MUJER,CHILENA,2484277
F0001231,ELEJENDRE,VEE,ASTUDILLO,MUJER,,1489599
F0001232,ALBA SHIREEL,CASTILLO,LÓPEZ,MUJER,CHILENA,1457787
F0001233,MONSERRAT AYLINE,LEYTON,VILLEGAS,MUJER,CHILENA,1580281
F0001234,MILAGROS DEL VALLE,FLORES,BUGUEÑO,MUJER,CHILENA,1460613
F0001235,GISELLI DAYANA,DOS SANTOS,ARAYA,MUJER,CHILENA,1786090
F0001236,DEYVIS,CONTADOR,CORTES,HOMBRE,EXTRANJERA,2177121
F0001237,ESTEFANY CAROLINA,CORTÉS,ORTEGA,MUJER,CHILENA,1376636
F0001238,ELFREDU SEGUNDU,MORAGUES,CASTILLO,HOMBRE,CHILENA,736672
F0001239,SENTIEGU ELUNSU,,HERNÁNDÉZ,HOMBRE,CHILENA,778649
F0001240,CRISTÓBAL L,RUIZ,MELU,HOMBRE,CHILENA,188770
F0001241,BELEMRINU,LEÓN,RIVERSO,MUJER,CHILENA,712473
F0001242,CESAR AUGUSTO,HERRERA,MONTECINOS,HOMBRE,CHILENA,401338
F0001243,EDUARDO,URRA,JEREZ,HOMBRE,CHILENA,1884104
F0001244,SJOSÉ FRANCISCO,BELMAR,CANALES,,CHILENA,2653806
F0001245,LUISE,VALENZEULÚ,PINEDA,MUJER,CHILENA,1262358
F0001246,ALEXANDRA V,SALAZAR,ZUÑIGA,MUJER,EXTRANJERA,898101
F0001247,ANA,TORO,AROCQ,MUJER,CHILENA,1003725
F0001248,ARON ROBBEN,VERGARA,OLIVARES,HOMBRE,CHILENA,499098
F0001249,MERGERIET BEETRIZ,VILLANUEVA,NUREMBUENE,MUJER,CHILENA,1190121
F0001250,PERCY PATRICIO,GAMBOA,REVECO,HOMBRE,CHILENA,279925
F0001251,MACARENA,AVLENCIA,NAVARRO,MUJER,CHILENA,1005993
F0001252,ESTER,URELLENE,GUTIERREZ,MUJER,EXTRANJERA,2740314
F0001253,NELSON ALEJANDRO,ESPEJO,HERRERA,HOMBRE,CHILENA,214396
F0001254,JOSE,MARÍN,DEIGEDU,HOMBRE,CHILENA,2651077
F0001255,EEICER,MARTINI,DESCONOCIDO,HOMBRE,CHILENA,805314
F0001256,EDRIEN UICERDU,ARMJIO,,HOMBRE,CHILENA,2256118
F0001257,,CORTÉS,,HOMBRE,CHILENA,284566
F0001258,CRICHNA DANAHE,GARCIA,ARENAS,MUJER,CHILENA,1649564
F0001259,EMILIO ANTONIO,MENE,PINCHEIRA,MUJER,,2632252
F0001260,RODRIGO ANDRÉS,RODRÍGUEZ,ARENAS,HOMBRE,CHILENA,255029
F0001261,YUDI CAROLA,VARGAS,BUSTOS,MUJER,CHILENA,2457891
F0001262,VIVIANA ROCÍO,NOVOA,VERA,MUJER,CHILENA,1748347
F0001263,CONSTANZA V,,CASMANO,HOMBRE,CHILENA,2457072
F0001264,ROSA DEL CARMEN,SALINAS,ROJAS,MUJER,CHILENA,1081569
F0001265,VALEGGI MARISELA,MOYA,PAGUADA,MUJER,CHILENA,1647469
F0001266,JEVIERE C,ACUÑA,BARROS,MUJER,EXTRANJERA,1755139
F0001267,COLOMBA ANAIS,LUNA,PAZ,MUJER,CHILENA,1706774
F0001268,MICHAEL PAOUL,MONCANA,ESPINOZA,HOMBRE,CHILENA,651009
F0001269,VATCOR H,VERA,PINU,MUJER,CHILENA,2226378
F0001270,JORGE FIDEL,AGUILERA,VILCHES,HOMBRE,EXTRANJERA,184591
F0001271,FRANCISCO JAVIER,LUEIZA,MOYA,HOMBRE,CHILENA,408580
F0001272,FERNANDA LEONOR,POBLETE,APONTE,MUJER,CHILENA,1127455
F0001273,ESPERANZA INES,CAMPOS,PAVEZ,MUJER,CHILENA,1213517
F0001274,MATILDE ISABEL,SAAVEDRA,LLANOS,MUJER,CHILENA,1423768
F0001275,HÉCTOR IVÁN,VERA,GARCÍA,HOMBRE,CHILENA,290331
F0001276,IGNACIA POLETH,CATALÁN,HERMOSILLA,MUJER,CHILENA,1107703
F0001277,TERESITA    DEL C,JARA,SOZA,MUJER,CHILENA,2393388
F0001278,RACHELE,GONZALEZ,AHUMADA,MUJER,CHILENA,1245612
F0001279,ALFREDO SEBASTIAN,HERRERA,CASTRO,HOMBRE,CHILENA,862420
F0001280,FRANCISCO NICOLAS,ALVAREZ,MANQUILEF,HOMBRE,EXTRANJERA,2007786
F0001281,BALTAZAR WALTER,MENDOZA,NORAMBUENA,HOMBRE,CHILENA,178257
F0001282,KRISHNA JAVIERA,ITURRIETA,SERICHE,MUJER,EXTRANJERA,2736061
F0001283,JULIETTA TRINIDAD,ACRTES,PELME,MUJER,CHILENA,1620644
F0001284,HECTUR V,MUNOZ,RIVERUS,,CHILENA,2073920
F0001285,HECTOR,OSVTO,VERGARA,HOMBRE,,2257393
F0001286,JACQUELINE DEL CARMA,GONZALEZ,NORAMBUENA,MUJER,CHILENA,2345893
F0001287,CRISTIAN MARCELO,ORREGO,VARGAS,HOMBRE,CHILENA,756055
F0001288,EMDEUR ELEJENDRU,NÚÑEZ,BOCANEGRA,HOMBRE,CHILENA,43106
F0001289,ARTURO LATIF,PUTPAÑE,GARCIA,HOMBRE,EXTRANJERA,3630
F0001290,,RAMIREZ,CONTRERAS,MUJER,CHILENA,2680465
F0001291,LUIS IGNACIO,MIQUILENA,VINET,HOMBRE,EXTRANJERA,2232668
F0001292,MARIA SARA,ARANEDA,SABAL,HOMBRE,EXTRANJERA,2258781
F0001293,TUTY E,ENTIPEN,MENDOZA,MUJER,EXTRANJERA,2287053
F0001294,AONUI MOISÉS,GARCÍA,ACEVEDO,HOMBRE,CHILENA,582187
F0001295,NINOSKA MURIEL,LASTRA,OSSES,MUJER,CHILENA,1215279
F0001296,SOLEDAD BELEN,HUENCHULAO,CHAPARRO,MUJER,CHILENA,976575
F0001297,EMILIW,UYENEDEL,ESQUIVEL,MUJER,CHILENA,936471
F0001298,,DVEGA,LEIVA,HOMBRE,CHILENA,2626546
F0001299,RUSH,VSÁQUEZ,CASTILLO,MUJER,CHILENA,1219045
F0001300,SANDOR,QUINSACARA,SEPULVEDA,HOMBRE,EXTRANJERA,2103581
F0001301,SOFÍA BELÉN,SERRANO,VERGARA,MUJER,CHILENA,1389477
F0001302,RAÚL HUMBERTO,KUJAN,BECERRA,HOMBRE,CHILENA,521413
F0001303,EPIFANIO,DONOSO,MUÑOZ,HOMBRE,CHILENA,379996
F0001304,CARLOS ROBERTO,FERNANDEZ,HERNANDEZ,HOMBRE,EXTRANJERA,1895774
F0001305,KAREN ANDREA,CAMPUSANO,VALENZUELA,MUJER,CHILENA,1752761
F0001306,OTILIA ROSA,VELASQUEZ,GULR,MUJER,CHILENA,1451392
F0001307,JUEN M,SULÍS,ANTIPIL,HOMBRE,CHILENA,518015
F0001308,ERIQUE G,SÁCNHEZ,,MUJER,CHILENA,580468
F0001309,ELIANI,BARRÍA,MUÑOZ,MUJER,CHILENA,1560817
F0001310,IVETTE MABEL,CETSILLU,SERÓN,MUJER,EXTRANJERA,1470506
F0001311,ANA RAQUEL,SANTANDER,BECKER,MUJER,CHILENA,1184874
F0001312,JUHNNY SEGUNDU,ALFARO,RIUQELME,HOMBRE,EXTRANJERA,1988601
F0001313,ISIDORA E,DÍAZ,REMRÍEZ,MUJER,CHILENA,1509003
F0001314,METÍES,DELGEDU,GARRIAO,MUJER,CHILENA,1622522
F0001315,DIEGO ALEJANDRO,MIRANDA,VELENZUELE,HOMBRE,,771103
F0001316,LISSETTE PAULINA,FIGUEROA,FUENTES,MUJER,CHILENA,1505647
F0001317,LINODR DEL CARMN,GUTIÉRREZ,MORWLES,MUJER,CHILENA,545295
F0001318,YELINVELENTINE,ERENCIBIE,CESTRU,MUJER,CHILENA,1531957
F0001319,PORTOS GIULIALO,RIQUELME,GALLEGOS,HOMBRE,CHILENA,679780
F0001320,DARÍO ABRAHAM,SOTO,DESCONOCIDO,HOMBRE,CHILENA,355897
F0001321,MARÍA VICTORIA,GARCÍA,SAGREDO,MUJER,CHILENA,1639337
F0001322,CERMEQN,VERGERE,ARACENA,HOMBRE,EXTRANJERA,2233534
F0001323,,VARGAS,MDRDUNES,HOMBRE,CHILENA,359503
F0001324,DANILO ENRIQUE,VILLARROEL,SANCHEZ,HOMBRE,CHILENA,637795
F0001325,JUAN RAMON,WANCKEL,CANTILLANA,HOMBRE,CHILENA,2046756
F0001326,PATRICIA LUZ,SANHUEZA,REYES,MUJER,CHILENA,2343909
F0001327,RODRIGO GONZALO,RAMOS,PEREZ,HOMBRE,CHILENA,227995
F0001328,MIRIAM ROSANA,JARA,GUZMÁN,MUJER,CHILENA,940817
F0001329,ELUYSSE,,ORREGO,MUJER,EXTRANJERA,1744114
F0001330,CRITOPHER,MOARGA,USURUI,,CHILENA,1924587
F0001331,GLADYSM         DANIELA,EFRRER,LOPEZ,HOMBRE,EXTRANJERA,2587186
F0001332,MARYÍA,NVAARRO,OVIEDO,MUJER,CHILENA,1128925
F0001333,EUNTINE R DE LES,MARTINEZ,CAMPILLAY,MUJER,,1600766
F0001334,FÉLIX GABRIEL,VERGARA,OJEDA,HOMBRE,CHILENA,515481
F0001335,JOSE IGNACIO,RUIZ,FLORES,HOMBRE,CHILENA,1983999
F0001336,CRISTIAN PATRICIO,SALAS,ARCE,HOMBRE,EXTRANJERA,67960
F0001337,NINETTE PALOMA,OLIVERA,FLORES,MUJER,CHILENA,2726141
F0001338,VERUNICE,GONALEZ,ORTIZ,HOMBRE,CHILENA,2413372
F0001339,MARTINA ALEJANDRA,SALAZAR,LOBOS,MUJER,CHILENA,2657382
F0001340,MIGUEL ANGEL,CAVANI,JIMENEZ,HOMBRE,CHILENA,1804913
F0001341,ESTERVINA DEL CARMEN,RIVERA,ESCALONA,MUJER,CHILENA,1035307
F0001342,MARCOS JESUS,ZÚÑIGA,URREJOLA,HOMBRE,EXTRANJERA,219525
F0001343,KATIA CRISTINA,FIGUEROA,GUINEZ,MUJER,CHILENA,2560239
F0001344,CLAUDIA ANDREA,LOBOS,PÉREZ,MUJER,CHILENA,1455544
F0001345,YEHANS CLAUDIO,PINTO,UGARTE,HOMBRE,CHILENA,635802
F0001346,ANGELINA EDITH,SUAZO,CASTILLO,MUJER,CHILENA,1316627
F0001347,OMAR,FERISE,RUSELES,HOMBRE,CHILENA,2042358
F0001348,CLYDE JIREN,MADARIAGA,DESCONOCIDO,HOMBRE,CHILENA,139921
F0001349,MARGOT E,GUZMÁN,ARAYA,MUJER,CHILENA,1749891
F0001350,ALEXANDER,GZUMÁN,CÁRDENAS,MUJER,CHILENA,966635
F0001351,LEÓN,,BERRIE,HOMBRE,CHILENA,813732
F0001352,,RIVEAR,CELFIQUEU,MUJER,CHILENA,1057473
F0001353,ERNESTO,,CUUPRR,,CHILENA,567477
F0001354,BRENDA,GONZÁLEZ,POBLETE,MUJER,CHILENA,1483204
F0001355,ANDRES,GOZNALEZ,RIVREA,MUJER,,2123195
F0001356,LUVIS E,GONZALEZ,OLIVARES,HOMBRE,CHILENA,1905102
F0001357,MERCU E,MASSOUD,EMNDOZA,,CHILENA,2257404
F0001358,JEVIE,PNIEDA,,HOMBRE,CHILENA,304750
F0001359,VÍCTOR ANDRÉS,LABRA,CUBILLOS,HOMBRE,CHILENA,50523
F0001360,MAURO BASTHIAN,SILUPU,ALEGRE,HOMBRE,EXTRANJERA,257306
F0001361,ENRIQUE FERNANDO,BARAHONA,REYES,HOMBRE,CHILENA,523123
F0001362,JUENE M,AGUQIAR,PACHCO,MUJER,CHILENA,1416864
F0001363,JULIO ARTURO,REVECO,YÁÑEZ,HOMBRE,CHILENA,800019
F0001364,OBIDIO,PIERRE,CORNEJO,HOMBRE,CHILENA,756018
F0001365,YGENNY          DEL C,RODRIGUEZ,JARPA,MUJER,EXTRANJERA,2437635
F0001366,FAVIOLA,VÁSQUEZ,GONZALEZ,,CHILENA,1001698
F0001367,JECQUELINE M,FUENTES,CÉRCEMU,MUJER,CHILENA,1713830
F0001368,MÓNICA CARMEN,TORO,HERNÁNDEZ,MUJER,CHILENA,1460298
F0001369,,LÓPEZ,CHACÓN,MUJER,CHILENA,1797250
F0001370,FELIPE HARRY,OYQMZO,CABEZAS,HOMBRE,CHILENA,817801
F0001371,DANIE,TORRES,MEZA,MUJER,,2322085
